Reference_Article	Code_Barre	Type_Article	Nom_Article	Dominant	Saison	Genre	Famille	Couleur	Marque	Nom_Fournisseur	Description	Declinaison	TauxTaxe_TVA	PrixVente_TTC	DateApplication_PrixVente	QteEnStock	Ref_Decli	Code_Barre_Decli
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Washing Machine:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12500	01/04/15	10	5012202423049	5012202423049
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Washing Machine:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13500	01/04/15	10	5012202523046	5012202523046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/BROWN	Modèle=Washing Machine:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13000	01/04/15	10	5012202323059	5012202323059
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/BROWN	Modèle=Washing Machine:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12500	01/04/15	10	5012202423056	5012202423056
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/BROWN	Modèle=Washing Machine:Taille=L:Couleur_Texture=BROWN:Extras=Maille piquée	16	13500	01/04/15	10	5012202523053	5012202523053
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/NAVY	Modèle=Washing Machine:Taille=L:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	13000	01/04/15	10	5012202323066	5012202323066
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/NAVY	Modèle=Washing Machine:Taille=L:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12500	01/04/15	10	5012202423063	5012202423063
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/NAVY	Modèle=Washing Machine:Taille=L:Couleur_Texture=NAVY:Extras=Maille piquée	16	13500	01/04/15	10	5012202523060	5012202523060
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Washing Machine:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	13200	01/04/15	10	5012202324049	5012202324049
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Washing Machine:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12700	01/04/15	10	5012202424046	5012202424046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Washing Machine:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13700	01/04/15	10	5012202524043	5012202524043
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13XL/BROWN	Modèle=Washing Machine:Taille=XL:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13200	01/04/15	10	5012202324056	5012202324056
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13XL/BROWN	Modèle=Washing Machine:Taille=XL:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12700	01/04/15	10	5012202424053	5012202424053
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13XL/BROWN	Modèle=Washing Machine:Taille=XL:Couleur_Texture=BROWN:Extras=Maille piquée	16	13700	01/04/15	10	5012202524050	5012202524050
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Washing Machine:Taille=XL:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	13200	01/04/15	10	5012202324063	5012202324063
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13XL/NAVY	Modèle=Washing Machine:Taille=XL:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12700	01/04/15	10	5012202424060	5012202424060
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Washing Machine:Taille=XL:Couleur_Texture=NAVY:Extras=Maille piquée	16	13700	01/04/15	10	5012202524067	5012202524067
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Stars Lovers:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	12700	01/04/15	10	5012203322044	5012203322044
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Stars Lovers:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12200	01/04/15	10	5012203422041	5012203422041
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Stars Lovers:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13200	01/04/15	10	5012203522048	5012203522048
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13M/BROWN	Modèle=Stars Lovers:Taille=M:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	12700	01/04/15	10	5012203322051	5012203322051
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13M/BROWN	Modèle=Stars Lovers:Taille=M:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12200	01/04/15	10	5012203422058	5012203422058
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13M/BROWN	Modèle=Stars Lovers:Taille=M:Couleur_Texture=BROWN:Extras=Maille piquée	16	13200	01/04/15	10	5012203522055	5012203522055
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13M/NAVY	Modèle=Stars Lovers:Taille=M:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	12700	01/04/15	10	5012203322068	5012203322068
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13M/NAVY	Modèle=Stars Lovers:Taille=M:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12200	01/04/15	10	5012203422065	5012203422065
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13M/NAVY	Modèle=Stars Lovers:Taille=M:Couleur_Texture=NAVY:Extras=Maille piquée	16	13200	01/04/15	10	5012203522062	5012203522062
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Stars Lovers:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	13000	01/04/15	10	5012203323041	5012203323041
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Stars Lovers:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12500	01/04/15	10	5012203423048	5012203423048
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Stars Lovers:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13500	01/04/15	10	5012203523045	5012203523045
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/BROWN	Modèle=Stars Lovers:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13000	01/04/15	10	5012203323058	5012203323058
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/BROWN	Modèle=Stars Lovers:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12500	01/04/15	10	5012203423055	5012203423055
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/BROWN	Modèle=Stars Lovers:Taille=L:Couleur_Texture=BROWN:Extras=Maille piquée	16	13500	01/04/15	10	5012203523052	5012203523052
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/NAVY	Modèle=Stars Lovers:Taille=L:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	13000	01/04/15	10	5012203323065	5012203323065
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/NAVY	Modèle=Stars Lovers:Taille=L:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12500	01/04/15	10	5012203423062	5012203423062
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/NAVY	Modèle=Stars Lovers:Taille=L:Couleur_Texture=NAVY:Extras=Maille piquée	16	13500	01/04/15	10	5012203523069	5012203523069
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	13200	01/04/15	10	5012203324048	5012203324048
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12700	01/04/15	10	5012203424045	5012203424045
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13XL/DEEP HEATHER	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13700	01/04/15	10	5012203524042	5012203524042
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13XL/BROWN	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13200	01/04/15	10	5012203324055	5012203324055
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13XL/BROWN	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12700	01/04/15	10	5012203424052	5012203424052
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13XL/BROWN	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=BROWN:Extras=Maille piquée	16	13700	01/04/15	10	5012203524059	5012203524059
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	13200	01/04/15	10	5012203324062	5012203324062
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13XL/NAVY	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12700	01/04/15	10	5012203424069	5012203424069
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Stars LoversKin_13Chemise Homme Coupe droite Manches courtes - Maille piquéeKin_13Pure SoieKin_13XL/NAVY	Modèle=Stars Lovers:Taille=XL:Couleur_Texture=NAVY:Extras=Maille piquée	16	13700	01/04/15	10	5012203524066	5012203524066
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Washing Machine:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	12700	01/04/15	10	5012222322049	5012222322049
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Washing Machine:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12200	01/04/15	10	5012222422046	5012222422046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Maille piquéeKin_13Pure SoieKin_13M/DEEP HEATHER	Modèle=Washing Machine:Taille=M:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13200	01/04/15	10	5012222522043	5012222522043
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13M/BROWN	Modèle=Washing Machine:Taille=M:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	12700	01/04/15	10	5012222322056	5012222322056
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13M/BROWN	Modèle=Washing Machine:Taille=M:Couleur_Texture=BROWN:Extras=Ouverture boutons	16	12200	01/04/15	10	5012222422053	5012222422053
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Maille piquéeKin_13Pure SoieKin_13M/BROWN	Modèle=Washing Machine:Taille=M:Couleur_Texture=BROWN:Extras=Maille piquée	16	13200	01/04/15	10	5012222522050	5012222522050
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13M/NAVY	Modèle=Washing Machine:Taille=M:Couleur_Texture=NAVY:Extras=Ouverture zippée	16	12700	01/04/15	10	5012222322063	5012222322063
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13M/NAVY	Modèle=Washing Machine:Taille=M:Couleur_Texture=NAVY:Extras=Ouverture boutons	16	12200	01/04/15	10	5012222422060	5012222422060
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Maille piquéeKin_13Pure SoieKin_13M/NAVY	Modèle=Washing Machine:Taille=M:Couleur_Texture=NAVY:Extras=Maille piquée	16	13200	01/04/15	10	5012222522067	5012222522067
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Washing Machine:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture zippée	16	13000	01/04/15	10	5012222323046	5012222323046
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture boutonsKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Washing Machine:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Ouverture boutons	16	12500	01/04/15	10	5012222423043	5012222423043
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Maille piquéeKin_13Pure SoieKin_13L/DEEP HEATHER	Modèle=Washing Machine:Taille=L:Couleur_Texture=DEEP HEATHER:Extras=Maille piquée	16	13500	01/04/15	10	5012222523040	5012222523040
5012202322007	5012202322007	Homme	Chemise pure soie	Chemise	Stand'Up	Homme			MUTINY TAHITI	KOKOLO	Collection "Stand'Up" – Washing MachineKin_13Chemise Homme Coupe fit Manches courtes - Ouverture zippéeKin_13Pure SoieKin_13L/BROWN	Modèle=Washing Machine:Taille=L:Couleur_Texture=BROWN:Extras=Ouverture zippée	16	13000	01/04/15	10	5012222323053	5012222323053
